by,date_published,description,time,title
"Redacción,",2024/04/24,"El candidato presidencial por la alianza de los partidos,, recorrió este miércoles varios puntos de Colón asegurando que la seguridad de estas comunidades será reforzada para que esta provincia pueda capitalizar sus atracciones turísticas de impacto internacional.,Mulino, quien recorrió comunidades como,donde hizo una parada para venerar al,, indicó que la meta de su gobierno es que Colón pueda atraer la visita de más de un millón de turistas por año.,El candidato presidencial por RM y Alianza destacó que Colón posee una oferta turística con gran potencial, que es la belleza natural del caribe colonense: una ruta envidiable,,“Una ciudad de Colón que volveremos a llamar la tacita de oro del Caribe”, manifestó Mulino.,Dijo que su gobierno también está enfocado en resolver el problema de la falta de empleos que se hace más visible en Colón.,“Es un tremendo trabajo que tenemos por delante, pero importante es que lo vamos a resolver como ya lo hicimos en el pasado gobierno de,”, manifestó Mulino tras concluir el resto que su gira que pasó por Sabanitas y el centro de la ciudad de Colón.,Mulino reconoció que Colón ha sido una provincia olvidada; “pero con un futuro tremendo que lo vamos a poner a brillar desde el primero de julio de este año, creando oportunidades laborales, para los jóvenes, en el sector turístico y portuario”.,,,,El candidato agregó que dentro del plan de gobierno llamado,no solo el turismo es un eje estratégico de progreso para Colón y el resto del país, sino también la educación de los jóvenes, el plan de rescate vial, el mayor programa de primer empleo que también beneficiará a los colonenses, entre otros.,¡Mira lo que tiene nuestro canal de YouTube!",16:40:03,Mulino proyecta un millón de turistas más para el país
Ciudad De Panamá,2024/04/24,"La,comenzó este miércoles en Panamá su ""despliegue"" de cara a las elecciones del 5 de mayo, en la que los panameños deberán elegir al nuevo presidente.,""La Misión de Observación Electoral (MOE) de la Organización de los Estados Americanos (OEA) para las elecciones generales en Panamá, encabezada por la excanciller de Argentina,, inició hoy su despliegue en el país para los comicios del domingo 5 de mayo"", informó en un comunicado la OEA.,La misión, que llegará a ese país de manera escalonada, está compuesta por,, según la información oficial.,Además, detalla que ese grupo ""analizará temas relacionados con organización electoral, tecnología electoral, justicia electoral, financiamiento político-electoral, participación política de las mujeres, participación de los pueblos indígenas y afrodescendientes, y campañas, medios y comunicación"".,Está previsto que la misión de la OEA se reúna con ""representantes de gobierno, autoridades electorales, líderes y candidaturas y representantes de la sociedad civil y la academia, así como con miembros de la comunidad internacional para conocer sobre el proceso electoral en curso"".,El 5 de mayo, día de las elecciones, ""estará desplegada en todo el territorio panameño, desde la instalación de los centros de votación hasta el cierre y la transmisión de resultados"" y al ""término de su observación, la OEA presentará un informe preliminar con sus observaciones y recomendaciones"".,,,,Poco más de,están llamados a las urnas ese día para elegir de entre,Además, de a,, todos con sus respectivos suplentes, para el período constitucional del 1 de julio de 2024 al 30 de junio de 2029.,La misión de la OEA hizo referencia al error y confusión del pasado martes en la papeleta digital del voto adelantado, al señalar que ""toma nota del inconveniente presentado y resalta que, a pesar de los problemas, las personas inscritas en esta modalidad continúan ejerciendo su derecho al voto"".,El,habilitó el martes la papeleta digital para que,, el 0,15 % del padrón electoral oficial, pudiera emitir el voto adelantado por internet hasta el 2 de mayo, tres días antes de las elecciones, para elegir al próximo presidente de Panamá.,,Sin embargo, un error en el orden de aparición de los candidatos en la papeleta digital hizo que el ente electoral primeramente decidiera ""suspender"" ese proceso dejando sin efecto los votos ya metidos y horas después se retractara alegando que ""continuaba"" y mantenía validez las papeletas a la vez que investigan las causas del desorden de las casillas.,La OEA consideró que ""dado el contexto de la contienda electoral, es fundamental una comunicación institucional clara y precisa por parte de las autoridades"".,Esta es la duodécima vez que la OEA envía una Misión Electoral a Panamá, y es posible gracias a las contribuciones financieras de,, según el comunicado.,¡Mira lo que tiene nuestro canal de YouTube!",19:20:06,OEA comienza su misión observadora de cara a las elecciones
"Redacción,",2024/04/24,"El candidato presidencial por la alianza de partidos,, recorrió esta tarde,donde reiteró prosperidad y grandes obras para esta comunidad como la extensión del,, la culminación del viaducto de,, y la construcción de la potabilizadora de,que dará solución al problema de falta de agua potable a todo Panamá Oeste.,Mulino, junto a simpatizantes y candidatos de RM y Alianza, dijo que en su Gobierno,dejarán el estatus de una ciudad dormitorio y de grandes barriadas sin agua potable.,Participaron,actual diputada y actual candidata,,candidato a alcalde así como candidatos a representantes.,“Le daremos prioridad a la conclusión de todas estas obras pendientes que ayudarán a acercar en tiempo la Ciudad de Panamá con las comunidades de La Chorerra, y lo que le dará una mejor calidad de vida a sus residentes”, comentó Mulino quien también se refirió al regreso de las Jumbo tiendas para llevarle a los panameños alimentos de calidad a bajos precios, como se hizo con éxito en el gobierno de Ricardo Martinelli.,Dijo que será una forma de ayudar a los productores locales comprándole su cosecha y de comercializar el producto a través de una red de,pata que llegue al precio de costo.,“Esta es una forma de llevarle 'chen chen' al pueblo como prometí junto a,, porque ya lo hicimos y se volverá a hacer mejor”, dijo el candidato presidencial.,,,,A ello se suman otras propuestas con el objetivo de regresarle los buenos tiempos económicos al panameño, entre ellos el mayor programa de primer empleo, el proyecto de la casa del emprendedor, y financiamiento blando para la agricultora. Esto último, que La Chorrera representa una de las principales zonas dedicadas a la agroexportación, siendo la piña el producto estrella.,Mulino reiteró a los presentes que el 5 de mayo vayan a cuidar ese voto: “vamos a ganar con votos y no se dejen engañar o es 6 ó es 7 , uno de los dos, no las 2. Vayan a votar y regresen al colegio a contar esos votos”.,,¡Mira lo que tiene nuestro canal de YouTube!",19:40:04,Mulino promete una economía pujante y agua abundante para Panamá
"Redacción,",2024/04/26,"Una gira en la,efectuó,en conjunto con el diputado Leonardo Pop Archibold donde habló de devolverle a los estudiantes los útiles y libros escolares, laptop, la creación y ampliación de escuelas existentes.,Linares de Martinelli visitó las comunidades de Loma de Yuca, Guabal, Kankintú y Bahía azul en representación del candidato presidencial José Raúl Mulino, también se refirió a la atención y a las oportunidades que se les dará a las mujeres.,"" sostuvo la exprimera dama.,Marta Linares recorrió las comunidades para conversar con los residentes y conocer las necesidades que le aquejan a estas comunidades.,Bahía Azul fue otra de las comunidades visitadas en la comarca Ngäbe Buglé por la exprimera dama Marta Linares de  Martinelli donde conversó con líderes de la comunidad que expusieron sus necesidades y preocupaciones.,Recientemente, más de 4 mil personas recibieron atención médica durante las giras de salud que llevó a cabo la fórmula Martinelli - Mulino en Tolé y Boquete en la provincia de Chiriquí.,,,,La actividad estuvo liderada por,esposa del candidato presidencial de los partdios Realizando Metas (RM) y Alianza, José Raúl Mulino.,dijo De Mulino.,Durante las ferias de salud se ofrecieron servicios de medicina general, odontología, pediatría, sicología, farmacia, laboratorio, oftalmología, entrega de lentes y medicamentos.,,,,",14:10:03,Marta de Martinelli visita comarca Ngäbe Buglé
"Redacción,",2024/05/03,"El,aclaró este viernes 3 de mayo que el,continúa en marcha según lo previsto, luego que la Corte Suprema de Justicia (CSJ) declaró que no es inconstitucional el segundo punto resolutivo del Acuerdo de Pleno 11-1 de 4 de marzo de 2024, que ordenó que en la boleta única de votación apareciera José Raúl Mulino como candidato a presidente, sin vicepresidente, por los partidos,Para este domingo 5 de mayo, el,tiene previsto la instalación de 7,574 mesas de votación en todo el territorio nacional, para que todos los electores ejerzan con libertad y honradez el sagrado derecho al sufragio, indicó en un comunicado.,La madrugada de este viernes, con ocho votos a favor y un salvamento de voto, el pleno de la,declaró que la candidatura presidencial de,, por los partidos,y el,, se mantiene.,""Lo que procede es permitir que estos,sigan teniendo representación y mantengan vigente su derecho a elegir y ser elegidos"", dijo la,Para las,del próximo domingo 5 de mayo están habilitados 246,260 electores más que en los comicios del 2019. También se muestra un incremento en las cifras de los candidatos a elegir para los distintos cargos públicos.,El,del 2019 era de 2,757,823, mientras que para este 2024 es de 3,004,083.,,,,En cuanto a los candidatos a elegir, en 2019 eran 5,810 y ahora son 6,876, pero hay 17 casos pendientes de resolver.,Un informe de la,ndica que en la contienda de 2019 fueron 861 puestos disputados y en 2024 son 885.,Para el 2019 habían 2,798 centros de votación y en los comicios venideros 3,037. Mientras que en las elecciones pasadas se instalaron 6911 mesas de votación y el 5 de mayo serán 7,577.,,,,,,",07:30:04,Tribunal Electoral aclara que Mulino estará en la papeleta
,2024/05/13,",,,,,,",18:58:11,Encuestas se reivindican en elecciones 2024 y fortalecen industria
"Redacción,",2024/04/19,"Este viernes, el candidato presidencial,sostuvo una reunión con productores en Chitré, quienes plantearon la necesidad de buscar mercados para sus productos agrícolas y que se instale el laboratorio de residuos tóxicos para exportar carne a Estados Unidos.,Los productores se refirieron a la necesidad de agilizar  los trámites agropecuarios y represar los ríos más importantes de Herrera para tener agua para los proyectos agrícolas.,De igual forma pidieron  resolver la problemática,que está llegando a un nivel crítico, no apta para el consumo humano. Entre otros temas se refirieron a la repoblación ganadera y la necesidad de incentivar los proyectos frutícolas.,,Mulino reiteró su voluntad de hacer las cosas bien, por ello planteó la creación un gabinete agropecuario alrededor del MIDA, donde se involucren representantes de todos los sectores como un mecanismo de consulta directa.,dijo el candidato.,Participaron en esta reunión la esposa del candidato Maricel de Mulino y Oscar Osorio y por los productores: Raúl Tapia y Guillermo Alba, productores de leche; Rodolfo Moreno, productor de carne y Ricardo Pérez, planta de procesamiento de leche.,,,,",18:40:03,José Raúl Mulino se reúne con productores en Chitré
"Redacción,",2024/04/21,"La fórmula,llegó este domingo a cuatro puntos de la provincia de Veraguas a menos de quince días para las elecciones generales del 5 de mayo de 2024.,Durante esta gira, el candidato presidencial de la alianza,llevó el mensaje del líder del colectivo, Ricardo Martinelli a sus coterráneos veraguenses.,, dijo Mulino a los presentes.,Veraguas, más grande de la República, con costa en ambos mares, es una provincia que está llamada a jugar un rol muy importante del Gobierno, dijo Mulino.,El candidato presidencial afirmó que han identificado tanto las necesidades como las grandes aspiraciones del pueblo veragüense.,Mulino prometió convertir a Veraguas en una parada obligada del tren Panamá - David.,,,,""Ese tren no solo será un legado de nuestra administración, será un motor de desarrollo y de transformación económica y social para toda la ruta de aquí hasta Chiriquí"", dijo.,Mulino señaló que solo la construcción empezará a desarrollar empleo por cada lugar de su ruta, muchos sectores donde no hay esperanzas de empleo. ""Un trabajo muy bien remunerado"".,explicó Mulino.,""Ese tren traerá felicidad, desarrollo, empleo y chen chen para la gente"", concluyó el candidato presidencial de la Alianza para Salvar a Panamá en La Palma de Veraguas.,,,,,",12:10:11,Mulino lleva mensaje de Martinelli a su provincia de Veraguas
Redacción,2024/04/21,",El candidato presidencial por la alianza de partidos Realizando Metas y Alianza, José Raúl Mulino, recorrió nuevamente el distrito de Capira reiterando que esta ciudad será la siguiente parada del Metro de Panamá y que su población se beneficiará del programa de primer empleo y el plan nacional de recuperación de carreteras, que traerá: “empleo, empleo y empleo”.,“Capira será la siguiente parada del Metro”, aseguró el candidato presidencial al referirse al problema de las horas diarias que pierden miles de panameños que residen en Panamá Oeste y que deben trasladarse a la ciudad de Panamá para asistir a sus trabajos.,Mulino indicó que su gobierno terminará las obras pendientes del Metro en tiempo récord como ya se hizo en la administración de Ricardo Martinelli, pero además lo extenderá hasta La Chorrera y Capira. La propuesta es parte de los proyectos que se plantearon bajo la fórmula Martinelli-Mulino que tiene como objetivo darle empleo y más “chen chen” a los panameños.,Estos trabajos incluyen darle celeridad a la construcción del cuarto puente sobre el Canal y exigir la culminación de los trabajos de ampliación de la autopista Panamá-Arraiján y el viaducto de La Pesa en La Chorrera, obras que en dos gobiernos no han podido ser concluidas, señaló Mulino.,Mulino dijo que su meta es que en su administración se deje de llamar ciudad dormitorio a las ciudades que se han desarrollado entre Arraiján, La Chorrera y Capira, además de resolverles el problema de falta de agua potable y de inseguridad.,,,,“Ya lo hicimos y lo volveremos hacer mejor”, dijo Mulino recordando el boom económico que tuvo Panamá en la administración de Ricardo Martinelli en el que participó directamente como ministro de Seguridad.,El candidato presidencial participó este sábado en una enorme concentración en Capira, en compañía de los todos los candidatos de Realizando Metas y Alianza y de la diputada Yanibel Ábrego. Este domingo concluirá su gira por el interior del país José Raúl Mulino en Veraguas: Las Palmas, Cañazas y Montijo.",12:40:04,"Mulino: Cuarto puente, metro y conclusión de la carretera"
"Redacción,",2024/04/21,"El,por la alianza de los partidos,realizó hoy una extensa gira en la,que en su gobierno el sector agropecuario recibirá todo el apoyo de su gobierno para hacerlo resurgir y recuperar sus altos niveles de productividad y competitividad.,Ello va acompañado al compromiso de llevarle alimentos de buena calidad a los panameños, pero a bajos precios. Para ello, Mulino anunció que volverán las “jumbo tiendas” que serán operadas por el,Mulino, quien durante la gira, que incluyó concentraciones por los distritos de Las Palmas, Cañazas, Montijo y Santiago, estuvo  acompañado de su esposa Maricel de Mulino,  la ex primera dama Marta Linares de Martinelli simpatizantes y candidatos de la,, indicó que en el plan de gobierno bajo la fórmula llamada Martinelli-Mulino, tiene contemplado una serie de medidas de apoyo a los productores que incluye ampliar la cartera de créditos especiales que maneja el Banco de Desarrollo Agropecuario (BDA).,Se trata de préstamos con bajas tasas de interés para que los productores panameños puedan adquirir maquinaria y tecnología agropecuaria. Además, Mulino dijo en su gira, por Veraguas, que se estructurarán fuertes programas de capacitación e innovación con miras a mejorar la productividad y se ampliará la educación técnica agropecuaria que a la vez permitirá incentivar el relevo generacional en esta actividad que sigue siendo el motor principal de muchas comunidades a nivel nacional.,El candidato presidencial también se refirió al gran programa de repoblación ganadera que implementará en todo el país, la construcción de la cadena de frío para la exportación de mariscos, este último proyecto con un gran impacto en el sector pesquero del país, entre ellos en  la comunidad de Montijo en Veraguas.,,,,Este proyecto de rescate por el agro se suma la reactivación de la producción de etanol a base de caña de azúcar, una actividad que tendrá alto impacto en las provincias centrales como se hizo en la administración de Ricardo Martinelli.,El candidato de RM y Alianza también se refirió a la problemática que enfrentan los panameños a nivel nacional: falta de agua, falta de salud y falta de empleo: “luego del triunfo, el próximo 5 de mayo, reactivaremos la economía para que haya trabajo  y mucho “Chen Chen” en el bolsillo para los panameños, destacó Mulino:,Los proyectos para la juventud también fueron planteados ante cientos de jóvenes   Asistentes.,Por su parte,dijo estar feliz en la provincia de Ricardo Martinelli: “la provincia que lo vio nacer” y aseguró tener “el mejor candidato para echar el país hacia adelante y cumplir todas las promesas”.,El,y organizador de la gira en Veraguas afirmó que ésta, es la provincia olvidada en estos últimos 10 años y José Raúl Mulino es un candidato que traerá progreso a esta provincia y al resto del país.,,En la concentración de Santiago organizada por la diputada Fátima Agrasal fue un lleno completo donde se sumaron además candidatos a representantes y diputados a miembros del sector productivo de la provincia de Veraguas .,,,",19:00:05,Mulino: Préstamos blandos para el agro y comida a bajos precios
,2024/04/22,",,,,,",15:20:05,Voto adelantado y de residentes en el exterior comienzan este martes
"Redacción,",2024/04/23,"El partido del candidato presidencial,, Realizando Metas, hizo este martes un fuerte llamado de atención al El Tribunal Electoral, por el cambio de posición de la casilla número 7, donde aparece Mulino, en la boleta de votación electrónica.,De manera inexplicable, en dicha boleta,, saltando de la casilla 6 a la casilla 8, dejando la casilla 7, correspondiente al candidato presidencial por el partido Realizando Metas, fuera de la sucesión ordenada, creando confusión al elector.,El colectivo precisa que no respetar,José Raúl Mulino, en la boleta presidencial, es una irregularidad inexcusable por parte del Tribunal Electoral, que debe garantizar la transparencia, buen funcionamiento e igualdad de condiciones para todos los candidatos.,""Hacemos este llamado al Tribunal Electoral a que nos garantice elecciones limpias"", expuso la abogada Alma Cortés.,Cortés recalcó que este es un documento público y alterarlo es un delito. Además manifestó  la importancia de la transparencia y defensa de la democracia.,Agregó que el pasado domingo se hizo la instalación de esta corporación electoral, en la que todos los partidos observaron la papeleta correcta del voto electrónico, no como apareció hoy.,,,,""Venimos a que se hagan estas correcciones porque el proceso de,Solicitamos que se ponga la papeleta aprobada"", comentó.,Realizando Metas recibió la alerta de la situación irregular de parte de simpatizantes que respaldan,""Hablé con el magistrado Juncá y lo puse en conocimiento de esta situación. Me aseguró que se iban a hacer las correcciones lo más pronto posible"", comentó.,Debido a la situación, el Consejo Nacional de Partidos Políticos ha convocado una reunión para esta tarde para abordar el tema.,,",13:12:04,Realizando Metas denuncia irregularidades en boleta de votación electrónica
"Redacción,",2024/04/23,"El,anunció la suspensión del proceso del voto adelantado por internet, debido a que la boleta presenta un orden distinto al que tienen los candidatos presidenciales en la boleta física.,Dicha medida incluye dejar sin efecto los votos emitidos en esta primera fecha de la votación adelantada.,“Se está poniendo en conocimiento al,de la medida, al tiempo que se investigan las causas de lo ocurrido”, detalla la entidad en un comunicado.,Esta mañana, el partido,denunció irregularidades en la boleta de votación electrónica, por el cambio de posición de la,, donde aparece el candidato J,Explicaron que en dicha boleta se rompe la secuencia numérica, saltando de la,, correspondiente a Mulino, fuera de la sucesión ordenada, creando confusión al elector.,""No respetar la posición del candidato presidencial,,, en la boleta presidencial, es una irregularidad inexcusable por parte del Tribunal Electoral, que debe garantizar la transparencia, buen funcionamiento e igualdad de condiciones para todos los candidatos"", indicó el partido.,,,,,¡Mira lo que tiene nuestro canal de YouTube!",15:25:03,Tribunal Electoral suspende el voto adelantado por internet
"Redacción,",2024/04/23,"El candidato presidencial por la alianza de los partidos,, recibió este martes el apoyo irrestricto de la comunidad indígena de,en la Comarca Guna de Madungandí, cuyas autoridades comarcales manifestaron tener plena confianza en su propuesta que gobierno.,Incluso, el primer Saila de la comunidad Ibedi,,, le hizo entregó al candidato presidencial del bastón de mando, como acto simbólico de la confianza que tiene esta comunidad en Mulino.,Mulino prometió a la,que resolverá el problema de agua potable que no solo tiene esta comunidad, sino muchas otras zonas a lo largo de todo el país.,Esto luego que el Saila Jiménez manifestara que el principal problema que tiene esta comunidad es la falta de agua, además de una buena carretera.,Mulino indicó que la Comarca Guna de Madungandí será cubierta por la nueva potabilizadora que se construirá en el lago,, y cuyo impacto positivo se extenderá a todo Panamá Este.,“Confiamos en que usted va a administrar bien el agua del lago Bayano. Nosotros esperamos que juntos vamos a trabajar como autoridad y por eso hoy queremos también decirle a usted que cuente con el apoyo de nosotros”, recalcó el Saila de Ibedi.,,,,Mulino también anunció que las carreteras y caminos de esta comarca serán parte del plan de rehabilitación vial que se ha enumerado como uno de los proyectos prioritarios del plan de gobierno de la,.,Además, aseguró que la población estudiantil de la comarca se beneficiará de los planes educativo que retomará su gobierno como las,para conectar a la niñez y juventud con el futuro.,,,¡Mira lo que tiene nuestro canal de YouTube!,,",16:15:04,José Raúl Mulino recibe fuerte apoyo de comunidad indígena
"Redacción,",2024/04/23,"El,se retractó e informó que el voto adelantado por internet continúa y no ha sido suspendido, como había anunciado la entidad en un comunicado.,La directora nacional de Registro Civil del TE,,, dijo que en la boleta de votación algunos de los candidatos presidenciales aparecen en una posición distinta a la establecida en la boleta física.,Según Sinclair, a pesar de que la boleta tiene un orden distinto, cada candidato y cada partido ha conservado el número de casilla, que es el número en que el partido se constituyó.,Explicó que el,por una situación técnica que se está investigando, ya que en los simulacros había salido bien.,Sinclair sostuvo que los electores pueden seguir votando con seguridad, porque las plataformas están disponibles para ejercer el voto.,La funcionaria indicó que pidieron a la,que certifique el código fuente que tienen la aplicación para garantizar que efectivamente los votos que emiten los electores corresponden al partido o al candidato que están eligiendo.,,,,Detalló que se está haciendo el reporte de votación para saber cuántos electores votaron en el día de hoy desde las,que la hora de corte diario hasta el 2 de mayo.,Por su parte, la abogada,,, del partido,, manifestó que todos los partidos políticos concluyeron que no se puede suspender el proceso electoral, lo que puede ocurrir es que el error en las boletas se vaya corrigiendo en el camino.,“Eso no lo permite la ley y sería una causal de nulidad y tampoco el,tiene ninguna facultad de anular ni suspender ningún proceso porque eso sería un delito”, explicó la abogada.,Cortés indicó  que los votos de hoy deben respetarse porque los electores ya emitieron su voluntad y ese es un derecho que no se debe variar.,¡Mira lo que tiene nuestro canal de YouTube!,,",19:44:38,"TE: A pesar de error en la boleta, el voto adelantado continúa"
"Redacción,",2024/04/23,"El candidato presidencial por la alianza de los partidos,, hizo un recorrido en el,, la obra cumbre de la gestión de Ricardo Martinelli, garantizando que su gobierno concluirá la línea 3 en tiempo récord como se hizo anteriormente  y creará nuevas extensiones para llevar esta facilidad de transporte masivo a más panameños.,Mulino, quien recorrió las estaciones de,, informó que la línea 2 tendrá una extensión a,con ramal a La Siesta, en Panamá Este y la línea 3, actualmente en construcción, concluirá rápidamente, beneficiando a miles de personas que hoy día pierden más de 4 horas días para llegar y regresar de sus trabajos.,Estos trabajos incluirán terminar el túnel para conectar el metro con Arraiján y el cuatro puente sobre el Canal como parte del proyecto de vialidad estructurado desde el gobierno de Martinelli, y que en las dos administraciones siguientes no se pudieron ejecutar por fata de voluntad, señaló Mulino.,En el recorrido efectuado el candidato, en una hora aproximadamente, pudo en las diferentes estaciones comprar medias, billetes de lotería, pan en la Fernández de Córdoba y finalizar en Albrook.,“El Metro de Panamá fue una obra que le cambió la vida a muchos panameños en el gobierno de Martinelli. Y ahora a nosotros nos toca nuevamente llevar el Metro a más comunidades. Lo hicimos cuando nadie lo creía posible y lo volveremos hacer mucho mejor”, comentó Mulino en su recorrido por el Metro en donde hizo contacto con cientos de usuarios y simpatizantes.,En los próximos días Mulino irá a,, actividades en el distrito capital y el domingo será el cierre de campaña en la,, a partir de las 3:00 p.m.,,,,¡Mira lo que tiene nuestro canal de YouTube!",20:40:03,Mulino afirma que extensión 3 del Metro concluirá en tiempo récord
"Redacción,",2024/04/24,"Un error en la posición de los,en la papeleta electoral para el voto adelantado y un confuso comunicado del,marcó el inicio del torneo electoral 2024.,No obstante, lo que para la encargada de la,fue solo un cambio ""en la posición de las figuritas"", para miembros de los partidos políticos y gran parte de la sociedad en general no se trató de un simple error.,""Es un tema de dónde el sistema posicionó la figurita, no de la casilla, ni del número del candidato"", defendió la,quien este miércoles confirmó que el Tribunal Electoral (TE) nunca suspendió el proceso a pesar de reconocer el error.  ""El comunicado tal vez no fue completamente exacto"", dijo la funcionaria.,Sinclaire de Dumanoir señaló que el,consideró a suspensión y los magistrados se reunieron con el Consejo Nacional de Partidos Políticos  donde se conversó sobre esta posibilidad, no obstante, en la reunión se habló de que preferían no suspender el proceso porque el error únicamente estaba en el orden de posición de los candidatos, pero las casillas numerada estaban correctas.,insistió la funcionaria en Telemetro Reporta.,""Nunca se suspendió el proceso de votación"", insistió Sinclair. La votación continuó este miércoles 24 de abril y se extendió por 10 días hasta el 2 de mayo, indicó.,,,,Dos mesas, cuatro personas, entre ellas especialistas en tecnología. Esta mesa empezó a trabajar el 25 de marzo bajo estricto proceso de capacitación, indicó,. Está conformada por personas de la sociedad civil.,Al ser consultada sobre lo sucedido, la funcionaria indicó que la mesa tiene acceso a la papeleta desde el inicio de los simulacros de votación.,aclaró que nunca estuvo el error ni en las capacitaciones de los miembros de mesas, ni en los tres o cuatro simulacros que se hicieron con los miembros de partidos.,señaló. El proceso tiene tres módulos: un módulo de administración donde se crea el evento de votación, un módulo de votación que sólo tienen acceso los electores que tienen derecho a votar y el módulo de escrutinio que está separado del resto de los módulos por tema de transparencia., indicó.,, indicó.,El,ha solicitado una investigación interna y la cooperación de la Universidad Tecnológica de Panamá (UTP) para determinar las causas de este error.  El funcionario sostiene que la aplicación tiene tres certificaciones, dos empresas de seguridad y de la UTP.,,El Tribunal Electoral ha pedido a la UTP que recertifique que el código fuente de la aplicación fue entregado al partido político, la primera versión en marzo y la última recientemente,. Todos los representantes técnicos de candidatos y partidos tienen los códigos fuentes para revisar la aplicación.,La Dirección de Tecnología con el Comité Técnico hacen la revisión y preparan un informe que se hará público por parte del Tribunal Electoral.,Hasta ayer el TE contabilizó 714 votos emitidos de los los 3,788 Registro de Residentes en el Extranjero (RERE) y 81 por Voto Adelantado (REVA) de 680.,El cambio en la posición de los candidatos en la papeleta no fue considerado como un simple error por miembros de los partidos políticos y otros sectores.,, presentará este jueves 25 ante la Procuraduría General de la Nación una denuncia penal por presunta alteración de las boletas electrónicas en contra los magistrados del Tribunal Electoral por abusos de autoridad e infracción de sus deberes.,Para,el error en la papeleta evidencia una negligencia inaceptable e irresponsable por parte del Tribunal Electoral y quienes lo dirigen. ""No hay excusas pero tampoco hay culpables"", cuestionó el constitucionalista.,El,los calificó como ""La Crónica de un fraude anunciado"".  ""Crearon una papeleta falsa. Anunciaron la suspensión de la votación adelantada. Ahora anuncian que no la suspenden. Nadie les cree. Han convertido a Panamá en un circo y en el hazme reír del planeta"", dijo el perredista.,""Es un documento público y alterarlo es un delito"", advirtió la abogado y miembro del,,,,,",10:26:01,Posición de la 'figurita en la papeleta' no es cualquier error
"Redacción,",2024/04/24,"El candidato presidencial por la alianza de los partidos,, recorrió este miércoles varios puntos de Colón asegurando que la seguridad de estas comunidades será reforzada para que esta provincia pueda capitalizar sus atracciones turísticas de impacto internacional.,Mulino, quien recorrió comunidades como,donde hizo una parada para venerar al,, indicó que la meta de su gobierno es que Colón pueda atraer la visita de más de un millón de turistas por año.,El candidato presidencial por RM y Alianza destacó que Colón posee una oferta turística con gran potencial, que es la belleza natural del caribe colonense: una ruta envidiable,,“Una ciudad de Colón que volveremos a llamar la tacita de oro del Caribe”, manifestó Mulino.,Dijo que su gobierno también está enfocado en resolver el problema de la falta de empleos que se hace más visible en Colón.,“Es un tremendo trabajo que tenemos por delante, pero importante es que lo vamos a resolver como ya lo hicimos en el pasado gobierno de,”, manifestó Mulino tras concluir el resto que su gira que pasó por Sabanitas y el centro de la ciudad de Colón.,Mulino reconoció que Colón ha sido una provincia olvidada; “pero con un futuro tremendo que lo vamos a poner a brillar desde el primero de julio de este año, creando oportunidades laborales, para los jóvenes, en el sector turístico y portuario”.,,,,El candidato agregó que dentro del plan de gobierno llamado,no solo el turismo es un eje estratégico de progreso para Colón y el resto del país, sino también la educación de los jóvenes, el plan de rescate vial, el mayor programa de primer empleo que también beneficiará a los colonenses, entre otros.,¡Mira lo que tiene nuestro canal de YouTube!",16:40:03,Mulino proyecta un millón de turistas más para el país
